listing_id,date
199568,2011-08-29
199568,2011-08-31
199568,2011-10-08
199568,2011-10-10
199568,2011-10-18
199568,2011-10-25
199568,2011-11-25
199568,2011-11-27
199568,2011-12-30
199568,2012-01-04
199568,2012-01-14
199568,2012-01-31
199568,2012-02-22
199568,2012-02-23
199568,2012-03-11
199568,2012-04-12
199568,2012-04-17
199568,2012-04-18
199568,2012-04-20
199568,2012-05-03
199568,2012-05-12
199568,2012-05-15
199568,2012-05-17
199568,2012-05-28
199568,2012-06-03
199568,2012-06-16
199568,2012-06-18
199568,2012-06-26
199568,2012-07-24
199568,2012-07-27
199568,2012-08-07
199568,2012-09-02
199568,2012-10-01
199568,2012-11-02
199568,2013-03-25
199568,2013-04-06
199568,2013-04-17
199568,2013-05-14
199568,2013-05-23
199568,2013-06-07
199568,2013-06-10
199568,2013-07-09
199568,2013-07-19
199568,2013-08-23
199568,2013-10-01
199568,2013-10-14
199568,2013-10-22
199568,2013-12-21
199568,2013-12-30
199568,2014-02-11
199568,2014-05-13
199568,2014-06-16
199568,2014-06-26
199568,2014-07-02
199568,2014-07-11
199568,2014-07-19
199568,2014-07-21
199568,2014-08-10
199568,2014-08-14
199568,2014-08-20
199568,2014-08-25
199568,2014-09-11
199568,2014-09-21
199568,2014-09-28
199568,2014-10-05
199568,2014-10-14
199568,2014-11-05
199568,2014-11-15
199568,2014-11-24
199568,2014-12-31
199568,2015-06-07
199568,2015-06-14
199568,2015-06-19
199568,2015-06-30
199568,2015-07-04
199568,2015-07-09
199568,2015-07-12
199568,2015-07-19
199568,2015-07-23
199568,2015-07-27
199568,2015-08-03
199568,2015-08-15
199568,2015-08-25
199568,2015-09-03
199568,2015-09-06
199568,2015-09-17
199568,2015-09-21
199568,2015-09-23
199568,2015-09-26
199568,2015-11-15
199568,2015-12-08
199568,2016-01-02
199568,2016-02-01
199568,2016-02-07
199568,2016-02-12
199568,2016-02-15
199568,2016-02-19
199568,2016-02-22
199568,2016-06-26
199568,2016-07-01
199568,2016-07-04
199568,2016-07-08
199568,2016-07-11
199568,2016-07-13
199568,2016-07-19
199568,2016-07-21
199568,2016-08-23
199568,2016-08-30
199568,2016-09-01
199568,2016-09-24
199568,2016-10-03
199568,2016-10-16
199568,2016-11-17
199568,2017-04-19
199568,2017-04-26
199568,2017-04-30
199568,2017-05-09
199568,2017-05-12
199568,2017-05-15
199568,2017-05-23
199568,2017-05-26
199568,2017-05-30
199568,2017-06-07
199568,2017-06-13
199568,2017-06-18
199568,2017-06-25
199568,2017-06-29
199568,2017-07-07
199568,2017-07-13
199568,2017-07-16
199568,2017-07-19
199568,2017-07-25
199568,2017-07-28
199568,2017-08-05
199568,2017-08-07
199568,2017-08-14
199568,2017-08-18
199568,2017-08-22
199568,2017-10-17
199568,2017-10-21
199568,2017-12-07
199568,2018-07-31
199568,2018-08-09
199568,2018-09-09
199568,2018-09-13
199568,2018-09-27
199568,2018-11-04
199568,2018-11-07
199568,2018-11-24
199568,2018-12-07
199568,2018-12-31
199568,2019-07-05
199568,2019-07-12
199568,2019-07-18
199568,2019-07-21
199568,2019-08-04
199568,2019-08-13
199568,2019-08-23
199568,2019-09-03
199568,2019-09-07
199568,2019-09-19
199568,2019-10-19
199568,2019-11-12
199568,2019-11-22
199568,2019-12-28
199568,2020-01-12
199568,2020-01-29
199568,2020-03-08
199568,2020-03-20
199568,2022-02-04
199568,2022-02-06
199568,2022-02-13
199568,2022-03-13
199568,2022-04-10
199568,2022-04-22
199568,2022-04-24
199568,2022-04-29
199568,2022-05-06
199568,2022-05-09
199568,2022-05-15
199568,2022-05-23
199568,2022-05-31
199568,2022-07-04
199568,2022-07-08
199568,2022-07-11
199568,2022-07-15
199568,2022-07-20
199568,2022-07-29
199568,2022-09-18
199568,2022-10-09
199568,2022-10-15
199568,2023-01-30
5021839,2022-12-12
5021839,2022-12-20
5021839,2023-03-24
7293821,2015-07-19
7293821,2015-08-02
7293821,2015-08-07
7293821,2015-08-08
7293821,2015-08-11
7293821,2015-08-22
7293821,2015-08-26
7293821,2015-09-01
7293821,2015-09-09
7293821,2015-09-18
7293821,2015-09-21
7293821,2015-09-25
7293821,2015-10-01
7293821,2015-10-06
7293821,2015-10-08
7293821,2015-10-09
7293821,2015-10-13
7293821,2015-10-17
7293821,2015-10-27
7293821,2015-11-01
7293821,2015-11-10
7293821,2015-11-18
